0       0
300     0
900     0
1500    0
2220    0.0016010758
2640    0.0032021517
3000    0.0064043033
3600    0.0144096825
4020    0.01921291
4380    0.0240161375
4920    0.0304204408
5520    0.0352236683
6000    0.0368247441
6600    0.03842582
7200    0.03842582
10140   0.0416279716
13080   0.0432290475
